24.54
19.23
12.73
13.36
15.79
11.56
10.2
10.21
11.19
14.78
19.73
14.6
15.2
12.48
10.57
11.08
12.41
10.31
11.57
11.53
10.53
11.17
13.88
10.64
10.46
10.41
12.29
10.82
11.54
12.18
15.6
15.48
12.84
10.79
10.55
11.01
11.36
12.18
13.83
12.24
12.44
18.28
21.02
24.12
16.08
13.23
11.39
13.54
13.76
13.72
21.09
20.69
19.2
22.29
27.82
30
20.41
15.46
11.92
13.98
14.33
12.55
19.26
17.67
18.86
25.39
36.33
33.12
23.66
17.54
13.89
17.4
19.6
17.92
24.6
24.91
24.99
37.12
54.42
47.39
35.37
25.16
17.95
25.78
27.02
25.27
35.32
33.94
35.12
53.32
68.69
64.71
45.46
30.87
22.94
30.51
32.6
28.98
43.91
41.16
43.02
66.63
84.83
85.11
58.3
39.37
28.57
35.92
36.78
31.09
42.48
38.3
42.28
66.18
89.15
94.99
53.91
40.01
28.1
33.99
39.64
34.87
52.67
49.25
56.62
75.15
107.97
112.62
70.37
50.97
38.23
49.83
53.21
45.3
53.27
66.87
70.44
95.08
136.14
127.08
82.39
64.73
43.13
54.77
60.1
51.38
60.22
75.31
79.3
106.64
152.22
142.24
92.69
73.12
49.16
62.11
